	Domain	Phylum	Class	Order	Family	Genus	Species
ASV1176	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Chitinophaga	
ASV1177	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Spirosomaceae	D_5__Dyadobacter	
ASV1178	D_0__Bacteria	D_1__Actinobacteria					
ASV1179	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia				
ASV1180	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	D_6__Niastella gongjuensis
ASV1181	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Devosiaceae	D_5__Devosia	
ASV1182	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Methylophilaceae		
ASV1183	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Chitinophaga	D_6__uncultured Flavisolibacter sp.
ASV1184	D_0__Bacteria	D_1__Armatimonadetes	D_2__Fimbriimonadia	D_3__Fimbriimonadales	D_4__Fimbriimonadaceae	D_5__Armatimonadetes bacterium 55-13	D_6__Armatimonadetes bacterium 55-13
ASV1185	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Blastocatellales	D_4__Blastocatellaceae	D_5__Aridibacter	D_6__Aridibacter famidurans
ASV1186	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__Microtrichales	D_4__uncultured	D_5__uncultured Iamiaceae bacterium	D_6__uncultured Iamiaceae bacterium
ASV1187	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	
ASV1188	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Haliangiaceae	D_5__Haliangium	
ASV1189	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group		
ASV1190	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV1191	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__uncultured	
ASV1192	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Novosphingobium	
ASV1193	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV1194	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__11-24	D_4__uncultured Acidobacterium sp.	D_5__uncultured Acidobacterium sp.	D_6__uncultured Acidobacterium sp.
ASV1195	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV1196	D_0__Bacteria	D_1__Acidobacteria	D_2__Holophagae	D_3__Subgroup 7	D_4__uncultured Desulfovirga sp.	D_5__uncultured Desulfovirga sp.	D_6__uncultured Desulfovirga sp.
ASV1197	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group		
ASV1198	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__uncultured	D_5__uncultured soil bacterium	D_6__uncultured soil bacterium
ASV1199	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__KF-JG30-B3		
ASV1200	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Haliangiaceae	D_5__Haliangium	
ASV1201	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Chitinophaga	
ASV1202	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Flavisolibacter	
ASV1203	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Microbacteriaceae	D_5__Microbacterium	
ASV1204	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__Gemmatimonas	D_6__Gemmatimonas phototrophica
ASV1205	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Steroidobacterales	D_4__Steroidobacteraceae		
ASV1206	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Burkholderia-Caballeronia-Paraburkholderia	
ASV1207	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV1208	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__Saccharimonadaceae	D_5__Candidatus Saccharibacteria bacterium RAAC3_TM7_1	D_6__Candidatus Saccharibacteria bacterium RAAC3_TM7_1
ASV1209	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__IMCC26256	D_4__uncultured Ferrimicrobium sp.	D_5__uncultured Ferrimicrobium sp.	D_6__uncultured Ferrimicrobium sp.
ASV1210	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Flavobacteriaceae	D_5__Flavobacterium	
ASV1211	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV1212	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__uncultured	
ASV1213	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Chthoniobacter	D_6__uncultured soil bacterium
ASV1214	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Sphingobacteriales	D_4__Sphingobacteriaceae	D_5__Mucilaginibacter	
ASV1215	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Xanthobacteraceae		
ASV1216	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Nitrosomonadaceae	D_5__Ellin6067	
ASV1217	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Microscillaceae	D_5__uncultured	D_6__uncultured Cyclobacteriaceae bacterium
ASV1218	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Burkholderia-Caballeronia-Paraburkholderia	
ASV1219	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Ralstonia	
ASV1220	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae		
ASV1221	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Blastocatellales	D_4__Blastocatellaceae	D_5__JGI 0001001-H03	D_6__uncultured bacterium 164
ASV1222	D_0__Bacteria	D_1__Chloroflexi	D_2__Chloroflexia	D_3__Chloroflexales	D_4__Roseiflexaceae	D_5__uncultured	D_6__uncultured Chloroflexaceae bacterium
ASV1223	D_0__Bacteria	D_1__Chloroflexi	D_2__TK10	D_3__bacterium Ellin6519	D_4__bacterium Ellin6519	D_5__bacterium Ellin6519	D_6__bacterium Ellin6519
ASV1224	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Blastocatellales	D_4__Blastocatellaceae		
ASV1225	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae		
ASV1226	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Flavisolibacter	
ASV1227	D_0__Bacteria	D_1__Chloroflexi	D_2__AD3				
ASV1228	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group	D_5__Planctomycetales bacterium Ellin7224	D_6__Planctomycetales bacterium Ellin7224
ASV1229	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales	D_4__uncultured		
ASV1230	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__Microtrichales	D_4__uncultured	D_5__uncultured Iamiaceae bacterium	D_6__uncultured Iamiaceae bacterium
ASV1231	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Reyranellales	D_4__Reyranellaceae	D_5__Reyranella	D_6__uncultured proteobacterium
ASV1232	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Subgroup 2	D_4__uncultured Holophaga sp.	D_5__uncultured Holophaga sp.	D_6__uncultured Holophaga sp.
ASV1233	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Xanthomonadales	D_4__Xanthomonadaceae	D_5__Lysobacter	
ASV1234	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Spirosomaceae	D_5__Dyadobacter	
ASV1235	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micropepsales	D_4__Micropepsaceae	D_5__uncultured	D_6__uncultured forest soil bacterium
ASV1236	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Chitinophaga	D_6__Chitinophaga rupis
ASV1237	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae		
ASV1238	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Blastocatellales	D_4__Blastocatellaceae		
ASV1239	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Sphingobacteriales	D_4__Sphingobacteriaceae	D_5__Mucilaginibacter	
ASV1240	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Achromobacter	
ASV1241	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Candidatus Udaeobacter	D_6__uncultured Luteolibacter sp.
ASV1242	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia				
ASV1243	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__IMCC26256	D_4__uncultured Acidothermaceae bacterium	D_5__uncultured Acidothermaceae bacterium	D_6__uncultured Acidothermaceae bacterium
ASV1244	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiales Incertae Sedis	D_5__Bauldia	D_6__uncultured proteobacterium
ASV1245	D_0__Bacteria	D_1__Chloroflexi	D_2__KD4-96	D_3__uncultured Anaerolineaceae bacterium	D_4__uncultured Anaerolineaceae bacterium	D_5__uncultured Anaerolineaceae bacterium	D_6__uncultured Anaerolineaceae bacterium
ASV1246	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__Gemmatimonas	
ASV1247	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Solibacterales	D_4__Solibacteraceae (Subgroup 3)	D_5__Candidatus Solibacter	D_6__bacterium Ellin6505
ASV1248	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__candidate division TM7 bacterium JGI 0001002-L20	D_5__candidate division TM7 bacterium JGI 0001002-L20	D_6__candidate division TM7 bacterium JGI 0001002-L20
ASV1249	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Frankiales	D_4__Nakamurellaceae	D_5__Nakamurella	D_6__Nakamurella multipartita DSM 44233
ASV1250	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Nitrosomonadaceae	D_5__MND1	D_6__uncultured Methylococcales bacterium
ASV1251	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Nitrosomonadaceae	D_5__IS-44	D_6__uncultured Nitrosomonadaceae bacterium
ASV1252	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales	D_4__uncultured	D_5__uncultured Acidobacteriales bacterium	D_6__uncultured Acidobacteriales bacterium
ASV1253	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Propionibacteriales	D_4__Nocardioidaceae	D_5__Aeromicrobium	
ASV1254	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
ASV1255	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Nitrosomonadaceae	D_5__Ellin6067	
ASV1256	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	
ASV1257	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Intrasporangiaceae		
ASV1258	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales			
ASV1259	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Hyphomonadaceae	D_5__SWB02	
ASV1260	D_0__Bacteria	D_1__FBP	D_2__metagenome	D_3__metagenome	D_4__metagenome	D_5__metagenome	D_6__metagenome
ASV1261	D_0__Bacteria	D_1__Armatimonadetes	D_2__Fimbriimonadia	D_3__Fimbriimonadales	D_4__Fimbriimonadaceae	D_5__Armatimonadetes bacterium 55-13	D_6__Armatimonadetes bacterium 55-13
ASV1262	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Xanthobacteraceae	D_5__uncultured	
ASV1263	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV1264	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Leptolyngbyales	D_4__Leptolyngbyaceae	D_5__Leptolyngbya Es-Yyy1000	D_6__Leptolyngbya cf. 'Albertano-Kovacik green' Es_Yyy1800
ASV1265	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales	D_4__uncultured	D_5__uncultured Acidobacteriales bacterium	D_6__uncultured Acidobacteriales bacterium
ASV1266	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Blastocatellales	D_4__Blastocatellaceae		
ASV1267	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Pedosphaerales	D_4__Pedosphaeraceae	D_5__ADurb.Bin063-1	D_6__bacterium Ellin5102
ASV1268	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	
ASV1269	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Sphingomonas	
ASV1270	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	
ASV1271	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Labraceae	D_5__Labrys	D_6__uncultured Hyphomicrobiaceae bacterium
ASV1272	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__IMCC26256	D_4__uncultured Ferrimicrobium sp.	D_5__uncultured Ferrimicrobium sp.	D_6__uncultured Ferrimicrobium sp.
ASV1273	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__KF-JG30-B3		
ASV1274	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Chthoniobacter	D_6__uncultured soil bacterium
ASV1275	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales			
ASV1276	D_0__Bacteria	D_1__Deinococcus-Thermus	D_2__Deinococci	D_3__Deinococcales	D_4__Deinococcaceae	D_5__Deinococcus	
ASV1277	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__JG36-TzT-191	D_4__uncultured proteobacterium	D_5__uncultured proteobacterium	D_6__uncultured proteobacterium
ASV1278	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Massilia	
ASV1279	D_0__Bacteria						
ASV1280	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Sphingomonas	
ASV1281	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales	D_4__uncultured Acidobacteriaceae bacterium	D_5__uncultured Acidobacteriaceae bacterium	D_6__uncultured Acidobacteriaceae bacterium
ASV1282	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Steroidobacterales	D_4__Steroidobacteraceae	D_5__Steroidobacter	D_6__Steroidobacter denitrificans
ASV1283	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Ensifer	
ASV1284	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Candidatus Udaeobacter	D_6__uncultured Luteolibacter sp.
ASV1285	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Blastocatellales	D_4__Blastocatellaceae	D_5__Stenotrophobacter	D_6__Stenotrophobacter terrae
ASV1286	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV1287	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Blastocatellales	D_4__Blastocatellaceae		
ASV1288	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria				
ASV1289	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae		
ASV1290	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales			
ASV1291	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Massilia	
ASV1292	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Candidatus Udaeobacter	D_6__uncultivated soil bacterium clone C019
ASV1293	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Chitinophaga	
ASV1294	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__Tepidisphaeraceae	D_5__uncultured planctomycete	D_6__uncultured planctomycete
ASV1295	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Steroidobacterales	D_4__Steroidobacteraceae		
ASV1296	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Microscillaceae	D_5__uncultured	D_6__Bacteroidetes bacterium CHC2
ASV1297	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Solibacterales	D_4__Solibacteraceae (Subgroup 3)		
ASV1298	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales	D_4__uncultured	D_5__metagenome	D_6__metagenome
ASV1299	D_0__Bacteria	D_1__Actinobacteria					
ASV1300	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Chitinophaga	D_6__uncultured Flavisolibacter sp.
ASV1301	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Solibacterales	D_4__Solibacteraceae (Subgroup 3)	D_5__Candidatus Solibacter	
ASV1302	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales			
ASV1303	D_0__Bacteria	D_1__Acidobacteria	D_2__Holophagae	D_3__Subgroup 7	D_4__uncultured Desulfovirga sp.	D_5__uncultured Desulfovirga sp.	D_6__uncultured Desulfovirga sp.
ASV1304	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV1305	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae		
ASV1306	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales	D_4__uncultured	D_5__Acidobacteria bacterium LWQ13	D_6__Acidobacteria bacterium LWQ13
ASV1307	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Caulobacteraceae	D_5__Phenylobacterium	
ASV1308	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Salinisphaerales	D_4__Solimonadaceae	D_5__Polycyclovorans	D_6__uncultured Xanthomonadaceae bacterium
ASV1309	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__uncultured	D_6__Acidobacteria bacterium 13_2_20CM_56_17
ASV1310	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6	D_3__uncultured bacterium 126	D_4__uncultured bacterium 126	D_5__uncultured bacterium 126	D_6__uncultured bacterium 126
ASV1311	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__Saccharum hybrid cultivar	D_5__Saccharum hybrid cultivar	D_6__Saccharum hybrid cultivar
ASV1312	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Frankiales	D_4__Frankiaceae	D_5__Jatrophihabitans	
ASV1313	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Nitrosomonadaceae	D_5__MND1	D_6__uncultured Methylococcales bacterium
ASV1314	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Nitrosomonadaceae	D_5__Ellin6067	
ASV1315	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Nitrosomonadaceae	D_5__Ellin6067	
ASV1316	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group		
ASV1317	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group		
ASV1318	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6	D_3__uncultured bacterium 126	D_4__uncultured bacterium 126	D_5__uncultured bacterium 126	D_6__uncultured bacterium 126
ASV1319	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Ensifer	
ASV1320	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV1321	D_0__Bacteria	D_1__FBP	D_2__metagenome	D_3__metagenome	D_4__metagenome	D_5__metagenome	D_6__metagenome
ASV1322	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Xanthobacteraceae		
ASV1323	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Microscillaceae	D_5__Chryseolinea	
ASV1324	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Haliangiaceae	D_5__Haliangium	
ASV1325	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Pedosphaerales	D_4__Pedosphaeraceae	D_5__bacterium Ellin517	D_6__bacterium Ellin517
ASV1326	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Chitinophaga	
ASV1327	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__uncultured	D_6__uncultured Flavobacterium sp.
ASV1328	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
ASV1329	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Sphingobacteriales	D_4__Sphingobacteriaceae	D_5__Mucilaginibacter	
ASV1330	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria				
ASV1331	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Candidatus Udaeobacter	
ASV1332	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group		
ASV1333	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Flavisolibacter	
ASV1334	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__Microtrichales	D_4__uncultured	D_5__uncultured Iamiaceae bacterium	D_6__uncultured Iamiaceae bacterium
ASV1335	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Flavitalea	
ASV1336	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Salinisphaerales	D_4__Solimonadaceae	D_5__Polycyclovorans	D_6__uncultured Xanthomonadaceae bacterium
ASV1337	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	
ASV1338	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Reyranellales	D_4__Reyranellaceae	D_5__Reyranella	D_6__uncultured marine bacterium
ASV1339	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Sphingomonas	
